학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,학교명(한자),학교명(영문),주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장명,"학교대표
번호","학교대표
팩스번호"
대학,261,청주교육대학교,본교,교육대학,충북,국립,고등교육법,해당없음,기존,淸州教育大学校,Chongjunationaluniversityofeducation,충청북도 청주시 서원구 청남로 2065              ,"2065, Cheongnam-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","2065, Cheongnam-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28690,1962.2.17,www.cje.ac.kr,이혁규,043-299-0632,043-299-0797
대학,262,춘천교육대학교,본교,교육대학,강원,국립,고등교육법,해당없음,기존,春川敎育大学校,Chuncheon National University Of Education,강원특별자치도 춘천시 공지로 126                ,"126 Gongji-ro, Chuncheon-si, Gangwon-do","126 Gongji-ro, Chuncheon-si, Gangwon-do",24328,1939.4.1,www.cnue.ac.kr,이주한,033-260-6000,033-260-6162
대학,263,한밭대학교(산업대),본교,산업대학,대전,국립,고등교육법,해당없음,폐교,韩巴大学,Hanbat National University,대전광역시 유성구 동서대로 125                  ,"125, Dongseo-daero, Yuseong-gu, Daejeon, Republic of Korea","125, Dongseo-daero, Yuseong-gu, Daejeon, Republic of Korea",34158,1927.5.20,www.hanbat.ac.kr,최병욱,042-821-1114,042-825-5395
대학,268,한경대학교(산업대),본교,산업대학,경기,국립,고등교육법,해당없음,폐교,韓京大學校,Hankyong National University,경기도 안성시 중앙로 327                        ,"327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea","327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea",17579,1993.3.1,www.hknu.ac.kr,태범석,031-670-5114,031-670-5469
대학,269,진주산업대학교(산업대),본교,산업대학,경남,국립,고등교육법,해당없음,폐교,晋州産業大學校,Jinju National University,경상남도 진주시 동진로 33                       ,"33, Dongjin-ro, Jinju-si, Gyeongsangnam-do, Republic of Korea","33, Dongjin-ro, Jinju-si, Gyeongsangnam-do, Republic of Korea",52725,1910.4.30,www.gntech.ac.kr,김남경,055-751-3114,055-752-9554
대학,272,한국산업기술대학교(산업대),본교,산업대학,경기,사립,고등교육법,한국산업기술대학,폐교,韓國産業技術大學校,Korea Polytechnic University,경기도 시흥시 산기대학로 237                    ,"237, Sangidaehak-ro, Siheung-si, Gyeonggi-do, Republic of Korea","237, Sangidaehak-ro, Siheung-si, Gyeonggi-do, Republic of Korea",15073,1998.3.7,www.kpu.ac.kr,박철우,031-8041-0214,031-8041-0219
대학,273,한국방송통신대학교,본교,방송통신대학,서울,국립,고등교육법,해당없음,기존,韩国放送通信大学校,Korea National Open University,서울특별시 종로구 대학로 86                     ,"86, Daehak-ro, Jongno-gu, Seoul, Republic of Korea","86, Daehak-ro, Jongno-gu, Seoul, Republic of Korea",3087,1972.3.9,www.knou.ac.kr,고성환,1577-9995,02-3673-2382
대학,276,남서울대학교(산업대),본교,산업대학,충남,사립,고등교육법,성암학원,폐교,南首尔大学(产业大学),Namseoul University,충청남도 천안시 서북구 성환읍 대학로 91         ,"91, Daehak-ro, Seonghwan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea","91, Daehak-ro, Seonghwan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",31020,1994.4.14,www.nsu.ac.kr,공정자,041-580-2513,041-584-2024
대학,281,우송대학교(산업대),본교,산업대학,대전,사립,고등교육법,우송학원,폐교,又松大學校,Woosong University,대전광역시 동구 동대전로 171                    ,"171, Dongdaejeon-ro, Dong-gu, Daejeon, Republic of Korea","171, Dongdaejeon-ro, Dong-gu, Daejeon, Republic of Korea",34606,1995.3.1,www.wsu.ac.kr,존 엔디컷,042-630-9652,042-631-2346
대학,282,호원대학교,본교,산업대학,전북,사립,고등교육법,정은학원,기존,湖原大学校,Howon University,전라북도 군산시 임피면 호원대3길 64             ,"64, Howondae 3-gil, Impi-myeon, Gunsan-si, Jeollabuk-do, Republic of Korea","64, Howondae 3-gil, Impi-myeon, Gunsan-si, Jeollabuk-do, Republic of Korea",54058,1978.3.2,www.howon.ac.kr,강희성,063-450-7114,063-450-7777
대학,283,초당대학교(산업대),본교,산업대학,전남,사립,고등교육법,초당학원,폐교,草堂大學校,Chodang University,전라남도 무안군 무안읍 무안로 380               ,"380, Muan-ro, Muan-eup, Muan-gun, Jeollanam-do, Republic of Korea   ","380, Muan-ro, Muan-eup, Muan-gun, Jeollanam-do, Republic of Korea   ",58530,1994.3.7,www.chodang.ac.kr,박종구,061-450-1032,061-453-4567
대학,284,청운대학교,본교,산업대학,충남,사립,고등교육법,혜전학원,기존,青云大学,Chungwoon University,충청남도 홍성군 홍성읍 대학길 25                ,"25, Daehak-gil, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, Republic of Korea","25, Daehak-gil, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, Republic of Korea",32244,1994.12.3,www.chungwoon.ac.kr,정윤,041-630-3114,041-634-8700
대학,285,경운대학교(산업대),본교,산업대학,경북,사립,고등교육법,숭선학원,폐교,庆云大学校,Kyungwoon University,경상북도 구미시 산동면 강동로 730               ,"730, Gangdong-ro, Sandong-myeon, Gumi-si, Gyeongsangbuk-do, Republic of Korea","730, Gangdong-ro, Sandong-myeon, Gumi-si, Gyeongsangbuk-do, Republic of Korea",39160,1997.3.1,www.ikw.ac.kr,한성욱,054-479-1114,054-479-1209
대학,288,정석대학,본교,기술대학,서울,사립,고등교육법,한진학원,기존,静石大学,Jungseok Institute Of Technology,서울특별시 강서구 오정로 576                    ,"576, Ojeong-ro, Gangseo-gu, Seoul, Republic of Korea","576, Ojeong-ro, Gangseo-gu, Seoul, Republic of Korea",7505,2000.3.1,,강두석,02-2660-5392,02-2660-5394
대학,317,순복음총회신학교,본교,각종학교(대학),충북,사립,고등교육법,순총학원,기존,纯福音教会神学院,Korea Christian College,충청북도 제천시 덕산면 도전로 320               ,"320, Dojeon-ro, Deoksan-myeon, Jecheon-si, Chungcheongbuk-do, Republic of Korea","320, Dojeon-ro, Deoksan-myeon, Jecheon-si, Chungcheongbuk-do, Republic of Korea",27223,2010.3.8,www.kcc.ac.kr,유영희,043-645-5571,043-642-4530
대학,318,경희사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,경희학원,기존,庆熙网络大学,Kyung Hee Cyber University,서울특별시 동대문구 경희대로 26                 ,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",2447,2001.3.3,www.khcu.ac.kr,변창구,02-3299-8700,02-3299-8729
대학,319,국제사이버대학교,본교,사이버대학(대학),경기,사립,고등교육법,광동학원,기존,国际网络大学,Gukje Cyber University,경기도 수원시 팔달구 경수대로 490               ,"490, Gyeongsu-daero, Paldal-gu, Suwon-si, Gyeonggi-do, Republic of Korea","490, Gyeongsu-daero, Paldal-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16487,2003.3.1,www.gjcu.ac.kr,박영규,031-229-6212,031-267-0750
대학,320,대구사이버대학교,본교,사이버대학(대학),경북,사립,고등교육법,영광학원,기존,大邱网络大学校,Daegu Cyber University,경상북도 경산시 진량읍 대구대로 201             ,"201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,2001.11.10,www.dcu.ac.kr,이근용,053-859-7500,053-859-7599
대학,321,부산디지털대학교,본교,사이버대학(대학),부산,사립,고등교육법,동서학원,기존,釜山数码大学,Busandigital University,부산광역시 사상구 주례로 57                     ,"57, Jurye-ro, Sasang-gu, Busan, Republic of Korea","57, Jurye-ro, Sasang-gu, Busan, Republic of Korea",47011,2001.11.1,www.bdu.ac.kr,양상백,051-320-2785,051-320-2787
대학,322,서울디지털대학교,본교,사이버대학(대학),서울,사립,고등교육법,서울디지털대학교,기존,首尔数码大学,Seoul Digital University,서울특별시 강서구 공항대로 424                  ,"424, Gonghang-daero, Gangseo-gu, Seoul, Republic of Korea","424, Gonghang-daero, Gangseo-gu, Seoul, Republic of Korea",7654,2001.3.1,www.sdu.ac.kr,이영수(직무대행),02-2128-3096,02-2128-3006
대학,323,서울사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,신일학원,기존,首尔网络大学 ,Seoul Cyber University,서울특별시 강북구 솔매로49길 60                 ,"60, Solmae-ro 49-gil, Gangbuk-gu, Seoul, Republic of Korea","60, Solmae-ro 49-gil, Gangbuk-gu, Seoul, Republic of Korea",1133,2000.11.30,www.iscu.ac.kr,강인,02-944-5000,02-980-2222
대학,325,세종사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,대양학원,기존,世宗网络大学,Sejong Cyber University,서울특별시 광진구 군자로 121                    ,"121, Gunja-ro, Gwangjin-gu, Seoul, Republic of Korea","121, Gunja-ro, Gwangjin-gu, Seoul, Republic of Korea",5000,2001.3.1,sjcu.ac.kr/,신구,02-2204-8034,02-2204-8036
대학,326,한국열린사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,학교법인 열린학원,기존,韩国开放网络大学 (OCU),Open Cyber University Of Korea (OCU),"서울특별시 중랑구 망우로 353, C동 9층           ","353, Mangu-ro, Jungnang-gu, Seoul, Republic of Korea","353, Mangu-ro, Jungnang-gu, Seoul, Republic of Korea",2087,2001.3.1,www.ocu.ac.kr,장일홍,02-2197-4200,02-2197-4114
대학,327,원광디지털대학교,본교,사이버대학(대학),전북,사립,고등교육법,원광학원,기존,圆光网络大学,Wonkwang Digital University,전라북도 익산시 익산대로 460                    ,"460, Iksan-daero, Iksan-si, Jeollabuk-do, Republic of Korea","460, Iksan-daero, Iksan-si, Jeollabuk-do, Republic of Korea",54538,2002.3.1,www.wdu.ac.kr,김윤철,070-5227-3410,063-843-2855
대학,328,고려사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,고려중앙학원,기존,高丽网络大学,The Cyber University Of Korea,서울특별시 종로구 북촌로 106                    ,"106, Bukchon-ro, Jongno-gu, Seoul, Republic of Korea","106, Bukchon-ro, Jongno-gu, Seoul, Republic of Korea",3051,2001.2.20,www.cuk.edu,김진성,02-6361-2000,02-6361-1800
대학,329,숭실사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,숭실사이버대학교,기존,崇实网络大学校,Korea Soongsil Cyber University,서울특별시 종로구 삼일대로30길 23               ,"23, Samil-daero 30-gil, Jongno-gu, Seoul, Republic of Korea","23, Samil-daero 30-gil, Jongno-gu, Seoul, Republic of Korea",3132,2000.11.30,www.kcu.ac,한헌수,02-708-7700,02-708-7755
대학,330,디지털서울문화예술대학교,본교,사이버대학(대학),서울,사립,고등교육법,학교법인 서울문화예술대학교,기존,数码首尔文化艺术大学,Digital Seoul Culture Arts University,서울특별시 서대문구 통일로37길 60               ,"60, Tongil-ro 37-gil, Seodaemun-gu, Seoul, Republic of Korea","60, Tongil-ro 37-gil, Seodaemun-gu, Seoul, Republic of Korea",3645,2010.3.1,www.scau.ac.kr,이종찬,02-2287-0353,02-6902-0659
대학,331,한양사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,한양학원,기존,汉阳网络大学校,Hanyang Cyber University,서울특별시 성동구 왕십리로 220                  ,"220, Wangsimni-ro, Seongdong-gu, Seoul, Republic of Korea","220, Wangsimni-ro, Seongdong-gu, Seoul, Republic of Korea",4763,2002.3.1,www.hycu.ac.kr,이기정,02-2290-0114,02-2290-0600
대학,332,사이버한국외국어대학교,본교,사이버대학(대학),서울,사립,고등교육법,동원육영회,기존,网络韩国外国语大学,Cyber Hankuk University Of Foreign Studies,서울특별시 동대문구 이문로 107                  ,"107, Imun-ro, Dongdaemun-gu, Seoul, Republic of Korea","107, Imun-ro, Dongdaemun-gu, Seoul, Republic of Korea",2450,2004.3.1,www.cufs.ac.kr,장지호,02-2173-2580,02-966-6183
대학,333,화신사이버대학교,본교,사이버대학(대학),부산,사립,고등교육법,화신학원,기존,和信网路大学校 ,Hwashin Cyber University,부산광역시 연제구 고분로191번길 1               ,"1, Gobun-ro 191beon-gil, Yeonje-gu, Busan, Republic of Korea","1, Gobun-ro 191beon-gil, Yeonje-gu, Busan, Republic of Korea",47558,2009.3.1,www.hscu.ac.kr,황주권,1588-5215,051-999-0159
대학,334,글로벌사이버대학교,본교,사이버대학(대학),충남,사립,고등교육법,한문화학원,기존,全球网络大学,Global Cyber University,충청남도 천안시 동남구 목천읍 교천지산길 284-88 ,"284-88, Gyocheonjisan-gil, Mokcheon-eup, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea","284-88, Gyocheonjisan-gil, Mokcheon-eup, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",31228,2010.3.1,www.global.ac.kr,공병영,1577-1786,041-415-6199
대학,335,건양사이버대학교,본교,사이버대학(대학),대전,사립,고등교육법,학교법인 건양교육재단,기존,建阳网络大学校 ,Konyang Cyber University,대전광역시 서구 관저동로 158                    ,"158, Gwanjeodong-ro, Seo-gu, Daejeon, Republic of Korea","158, Gwanjeodong-ro, Seo-gu, Daejeon, Republic of Korea",35365,2012.3.1,www.kycu.ac.kr,이동진,1899-3330,042-722-0023
대학,374,한국과학기술원,본교,대학교,대전,특별법법인,특별법법인,한국과학기술원,기존,韩国科学技术院,Korea Advanced Institute of Science and Technology(KAIST),대전광역시 유성구 대학로 291                    ,"291, Daehak-ro, Yuseong-gu, Daejeon, Republic of Korea","291, Daehak-ro, Yuseong-gu, Daejeon, Republic of Korea",34141,1971.2.16,www.kaist.ac.kr,이광형,042-350-2114,042-350-2210
대학,381,광주과학기술원,본교,대학교,광주,특별법법인,특별법법인,광주과학기술원,기존,光州科学技术阮,Gwangju Institute Of Science And Technology,광주광역시 북구 첨단과기로 123                  ,"123, Cheomdangwagi-ro, Buk-gu, Gwangju, Republic of Korea","123, Cheomdangwagi-ro, Buk-gu, Gwangju, Republic of Korea",61005,1993.11.17,www.gist.ac.kr,임기철,062-715-2114,062-715-2300
대학,382,대구경북과학기술원,본교,대학교,대구,특별법법인,특별법법인,대구경북과학기술원,기존,大邱庆北科学技术院,DGIST,대구광역시 달성군 현풍면 테크노중앙대로 333     ,"333, Techno jungang-daero, Hyeonpung-eup, Dalseong-gun, Daegu, Republic of Korea","333, Techno jungang-daero, Hyeonpung-eup, Dalseong-gun, Daegu, Republic of Korea",42988,2011.3.2,www.dgist.ac.kr,국양,053-785-0114,053-785-1219
대학,383,한국예술종합학교,본교,각종학교(대학),서울,특별법국립,고등교육법,해당없음,기존,韩国艺术综合学校,Korea National University Of Arts,서울특별시 성북구 화랑로32길 146-37             ,"146-37, Hwarang-ro 32-gil, Seongbuk-gu, Seoul, Republic of Korea","146-37, Hwarang-ro 32-gil, Seongbuk-gu, Seoul, Republic of Korea",2789,1992.10.30,Karts.ac.kr/,김대진,02-746-9067,02-746-9069
대학,2573,경동대학교,제2캠퍼스,대학교,강원,사립,고등교육법,경동대학교,기존,京东大学校,Kyungdong University,강원특별자치도 속초시 도리원길 5                ,"5 Doriwon-gil, Sokcho-si, Gangwon-do","5 Doriwon-gil, Sokcho-si, Gangwon-do",24865,2013.3.1,www.kduniv.ac.kr,전성용,033-632-6551,033-639-0518
대학,2574,경동대학교,제3캠퍼스,대학교,강원,사립,고등교육법,경동대학교,기존,京东大学校,Kyungdong University,강원특별자치도 원주시 문막읍 견훤로 815         ,"815 Gyeonhwon-ro, Munmak-eup, Wonju-si, Gangwon-do","815 Gyeonhwon-ro, Munmak-eup, Wonju-si, Gangwon-do",26495,2013.3.1,www.kduniv.ac.kr,전성용,033-738-1200,033-738-1209
대학,2660,인천대학교,본교,대학교,인천,국립대법인,고등교육법,국립대학법인 인천대학교,기존,仁川大学校,Incheon National University,인천광역시 연수구 아카데미로 119                ,"119, Academy-ro, Yeonsu-gu, Incheon, Republic of Korea","119, Academy-ro, Yeonsu-gu, Incheon, Republic of Korea",22012,1979.3.12,www.inu.ac.kr/,박종태,032-835-8114,032-835-0713
대학,2712,신한대학교,본교,대학교,경기,사립,고등교육법,학교법인 신흥학원,기존,信韩大学校,Shinhan Unvirsity,경기도 동두천시 벌마들로40번길 30               ,"30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea","30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea",11340,2014.3.1,www.shinhan.ac.kr/,강성종,031-870-2900,031-870-2939
대학,2726,단국대학교,제2캠퍼스,대학교,충남,사립,고등교육법,단국대학,기존,檀国大学校,Dankook University,충청남도 천안시 동남구 단대로 119               ,"119, Dandae-ro, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea","119, Dandae-ro, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",31116,1978.3.13,www.dankook.ac.kr,안순철,1899-3700,031-8021-7106
대학,2744,경동대학교,제4캠퍼스,대학교,경기,사립,고등교육법,경동대학교,기존,京东大学校,Kyungdong University,경기도 양주시 경동대학로 27                     ,"27, Gyeongdongdaehak-ro, Yangju-si, Gyeonggi-do, Republic of Korea","27, Gyeongdongdaehak-ro, Yangju-si, Gyeonggi-do, Republic of Korea",11458,2014.3.1,www.kduniv.ac.kr,전성용,031-869-9900,031-869-9909
대학,2748,가야대학교(김해),본교,대학교,경남,사립,고등교육법,대구학원,기존,加耶大学校,Kaya University,경상남도 김해시 삼계로 208                      ,"208, Samgye-ro, Gimhae-si, Gyeongsangnam-do, Republic of Korea","208, Samgye-ro, Gimhae-si, Gyeongsangnam-do, Republic of Korea",50830,1993.3.13,WWW.KAYA.AC.KR,안상근,055-330-1000,055-330-1093
대학,2749,가야대학교(고령),제2캠퍼스,대학교,경북,사립,고등교육법,대구학원,기존,加耶大学校,Kaya University,경상북도 고령군 대가야읍 대가야로 1103          ,"1103, Daegaya-ro, Daegaya-eup, Goryeong-gun, Gyeongsangbuk-do, Republic of Korea","1103, Daegaya-ro, Daegaya-eup, Goryeong-gun, Gyeongsangbuk-do, Republic of Korea",40139,1993.3.13,WWW.KAYA.AC.KR,안상근,055-330-1000,055-331-0983
대학,2800,신한대학교,제2캠퍼스,대학교,경기,사립,고등교육법,학교법인 신흥학원,기존,信韩大学校,Shinhan University,경기도 의정부시 호암로 95                       ,"95, Hoam-ro, Uijeongbu-si, Gyeonggi-do, Republic of Korea","95, Hoam-ro, Uijeongbu-si, Gyeonggi-do, Republic of Korea",11644,2014.3.1,www.shinhan.ac.kr/,강성종,031-870-3114,031-870-3327
대학,2911,을지대학교,제3캠퍼스,대학교,경기,사립,고등교육법,을지학원,기존,乙支大學校,Eulji University,경기도 의정부시 동일로 712                      ,"712, Dongil-ro, Uijeongbu-si, Gyeonggi-do","712, Dongil-ro, Uijeongbu-si, Gyeonggi-do",11759,1967.3.21,www.eulji.ac.kr,홍성희,031-951-3611,031-951-3912
대학,2949,홍익대학교,제2캠퍼스,대학교,세종,사립,고등교육법,홍익학원,기존,弘益大学校,Hongik University,세종특별자치시 조치원읍 세종로 2639             ,"2639, Sejong-ro, Jochiwon-eup, Sejong-si, Republic of Korea","2639, Sejong-ro, Jochiwon-eup, Sejong-si, Republic of Korea",30016,1946.4.25,sejong.hongik.ac.kr,서종욱,044-860-2114,044-860-2238
대학,2959,상명대학교,제2캠퍼스,대학교,충남,사립,고등교육법,상명학원,기존,祥明大学,Sangmyung University,충청남도 천안시 동남구 상명대길 31              ,"31, Sangmyeongdae-gil, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea","31, Sangmyeongdae-gil, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",31066,1984.10.6,www.smuc.ac.kr,홍성태,041-550-5114,041-550-5032
대학,3022,한국전통문화대학교,본교,대학교,충남,특별법국립,특별법국립,해당없음,기존,韩国传统文化大学,Korea National University Of Cultural Heritage,충청남도 부여군 규암면 백제문로 367             ,"367, Baekjemun-ro, Gyuam-myeon, Buyeo-gun, Chungcheongnam-do, Republic of Korea","367, Baekjemun-ro, Gyuam-myeon, Buyeo-gun, Chungcheongnam-do, Republic of Korea",33115,2000.4.19,www.nuch.ac.kr,강경환,041-830-7114,041-830-7020
대학,3139,한국에너지공과대학교,본교,대학교,전남,특별법법인,특별법법인,학교법인 한국전력공과대학교,기존,韓國能源工程大學,Korea Institute of Energy Technology,전라남도 나주시 켄텍길 21                       ,"21 Kentek-gil, Naju-si, Jeollanam-do ","21 Kentek-gil, Naju-si, Jeollanam-do ",58330,2022.3.2,www.kentech.ac.kr/,윤의준,061-320-9504,061-320-9709
대학,3183,태재대학교,본교,사이버대학(대학),서울,사립,고등교육법,태재학원,신설,泰齋大學校,TAEJAE UNIVERSITY,서울특별시 종로구 창덕궁5길 22-8                ,"22-8 Changdeokgung 5-gil, Jongno-gu, Seoul","22-8 Changdeokgung 5-gil, Jongno-gu, Seoul",3051,2023.9.1,www.taejae.ac.kr,염재호,02-740-1300,02-740-1305
